Sample name,title,source name,organism,characteristics: age,characteristics: developmental stage,characteristics: sex,molecule,description,processed data file ,raw file,BioSample,Instrument Model
I15_384Bulk_Plate2_S207,Tabula Muris Senis (bulk RNA seq),SCAT_1,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126884,SAMN11855055,Illumina NovaSeq 6000
I16_384Bulk_Plate1_S208,Tabula Muris Senis (bulk RNA seq),Marrow_16,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126790,SAMN11855056,Illumina NovaSeq 6000
I16_384Bulk_Plate2_S208,Tabula Muris Senis (bulk RNA seq),Heart_9,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126784,SAMN11855057,Illumina NovaSeq 6000
I17_384Bulk_Plate1_S209,Tabula Muris Senis (bulk RNA seq),Spleen_1,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126780,SAMN11855058,Illumina NovaSeq 6000
I17_384Bulk_Plate2_S209,Tabula Muris Senis (bulk RNA seq),Brain_25,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126779,SAMN11855059,Illumina NovaSeq 6000
I18_384Bulk_Plate1_S210,Tabula Muris Senis (bulk RNA seq),Brain_19,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127104,SAMN11855060,Illumina NovaSeq 6000
I18_384Bulk_Plate2_S210,Tabula Muris Senis (bulk RNA seq),Heart_53,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127093,SAMN11855061,Illumina NovaSeq 6000
I19_384Bulk_Plate1_S211,Tabula Muris Senis (bulk RNA seq),Spleen_36,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126773,SAMN11855062,Illumina NovaSeq 6000
I19_384Bulk_Plate2_S211,Tabula Muris Senis (bulk RNA seq),Liver_15,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126772,SAMN11855063,Illumina NovaSeq 6000
I2_384Bulk_Plate1_S194,Tabula Muris Senis (bulk RNA seq),SCAT_7,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126985,SAMN11855064,Illumina NovaSeq 6000
I2_384Bulk_Plate2_S194,Tabula Muris Senis (bulk RNA seq),GAT_30,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126967,SAMN11855065,Illumina NovaSeq 6000
I2_384Bulk_Plate3_S194,Tabula Muris Senis (bulk RNA seq),Bone_49,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126864,SAMN11855066,Illumina NovaSeq 6000
I20_384Bulk_Plate1_S212,Tabula Muris Senis (bulk RNA seq),Brain_23,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126863,SAMN11855067,Illumina NovaSeq 6000
I20_384Bulk_Plate2_S212,Tabula Muris Senis (bulk RNA seq),MAT_36,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126866,SAMN11855068,Illumina NovaSeq 6000
I21_384Bulk_Plate1_S213,Tabula Muris Senis (bulk RNA seq),Marrow_44,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126865,SAMN11855069,Illumina NovaSeq 6000
I21_384Bulk_Plate2_S213,Tabula Muris Senis (bulk RNA seq),Small_Intestine_26,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126868,SAMN11855070,Illumina NovaSeq 6000
I22_384Bulk_Plate1_S214,Tabula Muris Senis (bulk RNA seq),Liver_47,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126867,SAMN11855071,Illumina NovaSeq 6000
I22_384Bulk_Plate2_S214,Tabula Muris Senis (bulk RNA seq),WBC_18,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126870,SAMN11855072,Illumina NovaSeq 6000
I23_384Bulk_Plate1_S215,Tabula Muris Senis (bulk RNA seq),WBC_42,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126869,SAMN11855073,Illumina NovaSeq 6000
I23_384Bulk_Plate2_S215,Tabula Muris Senis (bulk RNA seq),BAT_1,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126872,SAMN11855074,Illumina NovaSeq 6000
I3_384Bulk_Plate1_S195,Tabula Muris Senis (bulk RNA seq),GAT_22,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126871,SAMN11855075,Illumina NovaSeq 6000
I3_384Bulk_Plate2_S195,Tabula Muris Senis (bulk RNA seq),Marrow_31,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126821,SAMN11855076,Illumina NovaSeq 6000
I3_384Bulk_Plate3_S195,Tabula Muris Senis (bulk RNA seq),Spleen_47,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126822,SAMN11855077,Illumina NovaSeq 6000
I4_384Bulk_Plate1_S196,Tabula Muris Senis (bulk RNA seq),Pancreas_39,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126819,SAMN11855078,Illumina NovaSeq 6000
I4_384Bulk_Plate2_S196,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_22,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126820,SAMN11855079,Illumina NovaSeq 6000
I4_384Bulk_Plate3_S196,Tabula Muris Senis (bulk RNA seq),Liver_22,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127356,SAMN11855080,Illumina NovaSeq 6000
I5_384Bulk_Plate1_S197,Tabula Muris Senis (bulk RNA seq),Bone_5,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127357,SAMN11855081,Illumina NovaSeq 6000
I5_384Bulk_Plate2_S197,Tabula Muris Senis (bulk RNA seq),Spleen_31,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127354,SAMN11855082,Illumina NovaSeq 6000
I5_384Bulk_Plate3_S197,Tabula Muris Senis (bulk RNA seq),SCAT_39,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127355,SAMN11855083,Illumina NovaSeq 6000
I6_384Bulk_Plate1_S198,Tabula Muris Senis (bulk RNA seq),GAT_53,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127358,SAMN11855084,Illumina NovaSeq 6000
I6_384Bulk_Plate2_S198,Tabula Muris Senis (bulk RNA seq),Pancreas_13,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127359,SAMN11855085,Illumina NovaSeq 6000
I6_384Bulk_Plate3_S198,Tabula Muris Senis (bulk RNA seq),BAT_14,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127177,SAMN11855086,Illumina NovaSeq 6000
I7_384Bulk_Plate1_S199,Tabula Muris Senis (bulk RNA seq),GAT_20,Mus musculus C57/BL6,1,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127176,SAMN11855087,Illumina NovaSeq 6000
I7_384Bulk_Plate2_S199,Tabula Muris Senis (bulk RNA seq),WBC_16,Mus musculus C57/BL6,15,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127175,SAMN11855088,Illumina NovaSeq 6000
I7_384Bulk_Plate3_S199,Tabula Muris Senis (bulk RNA seq),Marrow_45,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127174,SAMN11855089,Illumina NovaSeq 6000
I8_384Bulk_Plate1_S200,Tabula Muris Senis (bulk RNA seq),GAT_10,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127173,SAMN11855090,Illumina NovaSeq 6000
I8_384Bulk_Plate2_S200,Tabula Muris Senis (bulk RNA seq),MAT_45,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127172,SAMN11855091,Illumina NovaSeq 6000
I8_384Bulk_Plate3_S200,Tabula Muris Senis (bulk RNA seq),SCAT_8,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127171,SAMN11855092,Illumina NovaSeq 6000
I9_384Bulk_Plate1_S201,Tabula Muris Senis (bulk RNA seq),Kidney_29,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127042,SAMN11855093,Illumina NovaSeq 6000
I9_384Bulk_Plate2_S201,Tabula Muris Senis (bulk RNA seq),Heart_12,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127180,SAMN11855094,Illumina NovaSeq 6000
I9_384Bulk_Plate3_S201,Tabula Muris Senis (bulk RNA seq),Lung_18,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127179,SAMN11855095,Illumina NovaSeq 6000
J1_384Bulk_Plate1_S217,Tabula Muris Senis (bulk RNA seq),Liver_29,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127585,SAMN11855096,Illumina NovaSeq 6000
J1_384Bulk_Plate2_S217,Tabula Muris Senis (bulk RNA seq),Liver_48,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126652,SAMN11855097,Illumina NovaSeq 6000
J1_384Bulk_Plate3_S217,Tabula Muris Senis (bulk RNA seq),Liver_23,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127121,SAMN11855098,Illumina NovaSeq 6000
J10_384Bulk_Plate1_S226,Tabula Muris Senis (bulk RNA seq),Kidney_16,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127122,SAMN11855099,Illumina NovaSeq 6000
J10_384Bulk_Plate2_S226,Tabula Muris Senis (bulk RNA seq),GAT_55,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127123,SAMN11855100,Illumina NovaSeq 6000
J10_384Bulk_Plate3_S226,Tabula Muris Senis (bulk RNA seq),Bone_51,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127124,SAMN11855101,Illumina NovaSeq 6000
J11_384Bulk_Plate1_S227,Tabula Muris Senis (bulk RNA seq),GAT_3,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127125,SAMN11855102,Illumina NovaSeq 6000
J11_384Bulk_Plate2_S227,Tabula Muris Senis (bulk RNA seq),Brain_56,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127126,SAMN11855103,Illumina NovaSeq 6000
J11_384Bulk_Plate3_S227,Tabula Muris Senis (bulk RNA seq),Kidney_34,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127451,SAMN11855104,Illumina NovaSeq 6000
J12_384Bulk_Plate1_S228,Tabula Muris Senis (bulk RNA seq),Small_Intestine_36,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127192,SAMN11855105,Illumina NovaSeq 6000
J12_384Bulk_Plate2_S228,Tabula Muris Senis (bulk RNA seq),Kidney_28,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127572,SAMN11855106,Illumina NovaSeq 6000
J12_384Bulk_Plate3_S228,Tabula Muris Senis (bulk RNA seq),Pancreas_2,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127571,SAMN11855107,Illumina NovaSeq 6000
J13_384Bulk_Plate1_S229,Tabula Muris Senis (bulk RNA seq),SCAT_31,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127574,SAMN11855108,Illumina NovaSeq 6000
J13_384Bulk_Plate2_S229,Tabula Muris Senis (bulk RNA seq),Pancreas_42,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127573,SAMN11855109,Illumina NovaSeq 6000
J13_384Bulk_Plate3_S229,Tabula Muris Senis (bulk RNA seq),Kidney_30,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127568,SAMN11855110,Illumina NovaSeq 6000
J14_384Bulk_Plate1_S230,Tabula Muris Senis (bulk RNA seq),Pancreas_55,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127567,SAMN11855111,Illumina NovaSeq 6000
J14_384Bulk_Plate2_S230,Tabula Muris Senis (bulk RNA seq),SCAT_36,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127476,SAMN11855112,Illumina NovaSeq 6000
J14_384Bulk_Plate3_S230,Tabula Muris Senis (bulk RNA seq),NA8,Mus musculus C57/BL6,NA8,months postnatal,missing,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127473,SAMN11855113,Illumina NovaSeq 6000
J15_384Bulk_Plate1_S231,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_29,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127457,SAMN11855114,Illumina NovaSeq 6000
J15_384Bulk_Plate2_S231,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_6,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127455,SAMN11855115,Illumina NovaSeq 6000
J16_384Bulk_Plate1_S232,Tabula Muris Senis (bulk RNA seq),MAT_24,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127088,SAMN11855116,Illumina NovaSeq 6000
J16_384Bulk_Plate2_S232,Tabula Muris Senis (bulk RNA seq),Bone_1,Mus musculus C57/BL6,9,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127090,SAMN11855117,Illumina NovaSeq 6000
J17_384Bulk_Plate1_S233,Tabula Muris Senis (bulk RNA seq),Spleen_44,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127287,SAMN11855118,Illumina NovaSeq 6000
J17_384Bulk_Plate2_S233,Tabula Muris Senis (bulk RNA seq),Small_Intestine_13,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127288,SAMN11855119,Illumina NovaSeq 6000
J18_384Bulk_Plate1_S234,Tabula Muris Senis (bulk RNA seq),Liver_17,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127285,SAMN11855120,Illumina NovaSeq 6000
J18_384Bulk_Plate2_S234,Tabula Muris Senis (bulk RNA seq),Heart_11,Mus musculus C57/BL6,18,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127286,SAMN11855121,Illumina NovaSeq 6000
J19_384Bulk_Plate1_S235,Tabula Muris Senis (bulk RNA seq),Spleen_12,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127283,SAMN11855122,Illumina NovaSeq 6000
J19_384Bulk_Plate2_S235,Tabula Muris Senis (bulk RNA seq),Brain_45,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127284,SAMN11855123,Illumina NovaSeq 6000
J2_384Bulk_Plate1_S218,Tabula Muris Senis (bulk RNA seq),MAT_20,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127000,SAMN11855124,Illumina NovaSeq 6000
J2_384Bulk_Plate2_S218,Tabula Muris Senis (bulk RNA seq),WBC_39,Mus musculus C57/BL6,21,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127003,SAMN11855125,Illumina NovaSeq 6000
J2_384Bulk_Plate3_S218,Tabula Muris Senis (bulk RNA seq),Small_Intestine_29,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127517,SAMN11855126,Illumina NovaSeq 6000
J20_384Bulk_Plate1_S236,Tabula Muris Senis (bulk RNA seq),Kidney_13,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127516,SAMN11855127,Illumina NovaSeq 6000
J20_384Bulk_Plate2_S236,Tabula Muris Senis (bulk RNA seq),Small_Intestine_11,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127515,SAMN11855128,Illumina NovaSeq 6000
J21_384Bulk_Plate1_S237,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_37,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127514,SAMN11855129,Illumina NovaSeq 6000
J21_384Bulk_Plate2_S237,Tabula Muris Senis (bulk RNA seq),Bone_42,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127521,SAMN11855130,Illumina NovaSeq 6000
J22_384Bulk_Plate1_S238,Tabula Muris Senis (bulk RNA seq),WBC_40,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127520,SAMN11855131,Illumina NovaSeq 6000
J22_384Bulk_Plate2_S238,Tabula Muris Senis (bulk RNA seq),Spleen_41,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127519,SAMN11855132,Illumina NovaSeq 6000
J23_384Bulk_Plate1_S239,Tabula Muris Senis (bulk RNA seq),MAT_43,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127518,SAMN11855133,Illumina NovaSeq 6000
J23_384Bulk_Plate2_S239,Tabula Muris Senis (bulk RNA seq),Spleen_34,Mus musculus C57/BL6,27,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127523,SAMN11855134,Illumina NovaSeq 6000
J3_384Bulk_Plate1_S219,Tabula Muris Senis (bulk RNA seq),SCAT_24,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127522,SAMN11855135,Illumina NovaSeq 6000
J3_384Bulk_Plate2_S219,Tabula Muris Senis (bulk RNA seq),Kidney_51,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127400,SAMN11855136,Illumina NovaSeq 6000
J3_384Bulk_Plate3_S219,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_42,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126909,SAMN11855137,Illumina NovaSeq 6000
J4_384Bulk_Plate1_S220,Tabula Muris Senis (bulk RNA seq),Marrow_48,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126910,SAMN11855138,Illumina NovaSeq 6000
J4_384Bulk_Plate2_S220,Tabula Muris Senis (bulk RNA seq),Limb_Muscle_49,Mus musculus C57/BL6,3,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126911,SAMN11855139,Illumina NovaSeq 6000
J4_384Bulk_Plate3_S220,Tabula Muris Senis (bulk RNA seq),MAT_21,Mus musculus C57/BL6,1,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126904,SAMN11855140,Illumina NovaSeq 6000
J5_384Bulk_Plate1_S221,Tabula Muris Senis (bulk RNA seq),Pancreas_38,Mus musculus C57/BL6,21,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126905,SAMN11855141,Illumina NovaSeq 6000
J5_384Bulk_Plate2_S221,Tabula Muris Senis (bulk RNA seq),Brain_49,Mus musculus C57/BL6,6,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126906,SAMN11855142,Illumina NovaSeq 6000
J5_384Bulk_Plate3_S221,Tabula Muris Senis (bulk RNA seq),Small_Intestine_48,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126907,SAMN11855143,Illumina NovaSeq 6000
J6_384Bulk_Plate1_S222,Tabula Muris Senis (bulk RNA seq),Pancreas_15,Mus musculus C57/BL6,12,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126912,SAMN11855144,Illumina NovaSeq 6000
J6_384Bulk_Plate2_S222,Tabula Muris Senis (bulk RNA seq),Pancreas_45,Mus musculus C57/BL6,6,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9126913,SAMN11855145,Illumina NovaSeq 6000
J6_384Bulk_Plate3_S222,Tabula Muris Senis (bulk RNA seq),Pancreas_12,Mus musculus C57/BL6,15,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127397,SAMN11855146,Illumina NovaSeq 6000
J7_384Bulk_Plate1_S223,Tabula Muris Senis (bulk RNA seq),Bone_11,Mus musculus C57/BL6,24,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127396,SAMN11855147,Illumina NovaSeq 6000
J7_384Bulk_Plate2_S223,Tabula Muris Senis (bulk RNA seq),BAT_46,Mus musculus C57/BL6,18,months postnatal,f,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127399,SAMN11855148,Illumina NovaSeq 6000
J7_384Bulk_Plate3_S223,Tabula Muris Senis (bulk RNA seq),Marrow_21,Mus musculus C57/BL6,3,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127398,SAMN11855149,Illumina NovaSeq 6000
J8_384Bulk_Plate1_S224,Tabula Muris Senis (bulk RNA seq),Heart_52,Mus musculus C57/BL6,9,months postnatal,m,total RNA,,190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX,SRR9127401,SAMN11855150,Illumina NovaSeq 6000
